State,Year,HLp,NPr,LTFr,CLEARr,Dr,EIr,EI6r,PerTscr,PerTNscr,PerNPIS,PerReferOP,PerReDirDiag,PerOPS,PerNPOS,PerD,PerDHL,PerHL3,PerLTF,PerEI,PerEI6,NPIS,ReferOP,OPS,POS,NPOS,CLEAR,EI,EI6,Birth,Tscr,TNscr,NoInPaOut,NoInReOut,PaInPaOut,PaInReOut,PaInNoOut,ReInNoOut,ReInPaOut,ReInReOut,ReInStDia,Tdiag,TotPas,TotNotPas,HL,NHL,HL3,LTF,ToEnrEIPC,ToEnrEINPC,ToEnrEI6PC,ToEnrEI6NPC,Pop_with_insur,Pop_without_insur,Total_population,Population_under_5yr,White_alone_male_under_5yr,White_alone_female_under_5yr,Black_male_under_5yr,Black_female_under_5yr,Median_household_income,White_under_5yr,Black_under_5yr,Percent_insured,Percent_uninsured,percent_White_under_5yr,percent_Black_under_5yr,Health_Spending_per_Capita
Tennessee,2018,1.424368374352029,26.876196702937467,7.7873254564983885,2.4868070798113298,16.613739317237194,0.8172605426610003,0.6071078316910288,99.0391175144248,0.9608824855751997,NA,NA,NA,NA,NA,61.81581233709817,8.573436401967674,64.75409836065575,28.974804517810597,57.377049180327866,42.62295081967213,NA,NA,NA,NA,NA,213,70,52,86483,85652,831,NA,NA,NA,NA,NA,NA,NA,NA,NA,1422,83350,2302,122,1300,79,667,66,4,50,2,5886791,660872,6651089,403591,145943,138104,39690,39088,50972,284047,78778,88.50867880432813,9.936297649903647,70.37991431919939,19.519265791358084,8565
Texas,2018,1.2103639429891686,11.912670896664507,5.640295974329526,1.1861566641293853,5.0889079558566825,0.5971128785413231,0.44111041477827473,98.71098437782096,1.2890156221790339,3.433399051612608,90.0665883274579,13.019976498237368,75.91002355802112,12.603864250675741,42.71844660194174,23.78435517970402,65.11111111111111,47.347030932490405,49.333333333333336,36.44444444444444,12765,11497,9989,8730,1259,441,222,164,376644,371789,4855,373,13,8,0,358630,1508,8349,1246,1662,1891,367360,4429,450,1441,293,2097,218,4,162,2,22652748,4764897,27885195,1998869,738270,701497,119008,116642,59570,1439767,235650,81.235752520289,17.087551297382,72.02908244612328,11.78916677381059,7711
Utah,2018,1.8212648370281983,11.702149929870837,0.9001653792208336,0.7745609077016475,10.048357721534886,1.3397810295379848,1.1304402436726748,99.05854053045228,0.9414594695477263,4.036090351483179,110.3734439834025,3.7344398340248963,93.81818181818183,20.49418604651163,85.86762075134168,18.125,91.95402298850574,7.6923076923076925,73.5632183908046,62.06896551724138,1928,2128,2064,1641,423,37,64,54,48223,47769,454,76,157,38,1,45569,64,1527,265,72,479,47210,559,87,392,80,43,64,0,54,NA,2717818,301761,3045350,252865,107947,102002,1695,1391,68374,209949,3086,89.24484870376148,9.908910305876171,83.0280979969549,1.2204140549304965,7008
Vermont,2018,1.8986140117714068,4.366812227074235,0,0,4.556673628251376,1.8986140117714068,1.8986140117714068,98.8736624741881,1.1263375258119017,4.556673628251376,143.33333333333334,2.9166666666666665,98.00569800569801,4.651162790697675,104.34782608695652,41.66666666666667,100,0,100,100,240,344,344,328,16,0,10,10,5327,5267,60,109,2,0,0,4916,0,219,14,7,23,5244,23,10,13,10,0,10,0,10,NA,593534,25362,624977,29676,14057,13047,249,332,60076,27104,581,94.96893485680273,4.0580693369516,91.33306375522308,1.9578110257447094,11797
Virginia,2018,1.491508686752317,15.30596500612033,3.19902897641359,2.550994167686721,9.566228128825205,0.6891798759476223,0.19543906929857946,98.0840631179628,1.915936882037209,3.877922585556024,108.38196286472149,15.862068965517242,76.34500426985483,10.626398210290827,62.5,15.591397849462366,80,20.900537634408604,46.206896551724135,13.10344827586207,3770,4086,3576,3196,380,248,67,19,99116,97217,1899,70,170,664,10,92533,510,2462,200,598,929,95729,1488,145,784,116,311,67,0,19,NA,7441903,755739,8413774,509955,161777,153255,50745,48034,71564,315032,98779,88.44904795398593,8.982164246389313,61.776431253738075,19.370140502593365,8425
Washington,2018,2.0872318986612926,12.343457607600403,3.1188522623674486,1.7033731586776066,7.5332277721798375,1.6194040593061754,1.1755673912000384,99.5379159651825,0.4620840348174947,4.979367592725876,128.4268850879306,6.1912792098289575,90.40801717967072,9.758511480601742,61.03012633624878,27.70700636942675,63.793103448275865,25.267249757045672,77.58620689655173,56.32183908045977,4151,5331,5052,4559,493,142,135,98,83751,83364,387,1313,124,0,0,77776,279,3246,369,257,627,82335,1029,174,453,111,260,135,0,98,0,6699539,487856,7294336,453008,158381,149571,10485,9241,70116,307952,19726,91.84576910084756,6.688148174144981,67.97937343269876,4.354448486560944,8588
West Virginia,2018,0.767585942211744,26.865507977411042,12.665168046493777,0.7127583749109052,13.5424091233072,0.49344810570754977,0.4386205384067109,98.14356435643565,1.8564356435643563,NA,NA,NA,NA,NA,50.40816326530613,5.668016194331984,42.857142857142854,47.14285714285714,64.28571428571429,57.14285714285714,NA,NA,NA,NA,NA,13,9,8,18584,18239,345,NA,NA,NA,NA,NA,NA,NA,NA,NA,246,17749,490,14,232,6,231,9,0,8,0,1683444,116826,1829054,99291,45872,43652,1982,1692,44921,89524,3674,92.03905406838726,6.38723624343513,90.16325749564412,3.700234663766102,11337
Wisconsin,2018,1.9399875968006106,10.463211792580342,2.0671998982301587,1.4470399287611113,6.964873503267766,1.0813045621511599,0.7155691955412089,98.43011425888245,1.5698857411175458,NA,NA,NA,NA,NA,66.56534954407294,27.85388127853881,54.91803278688525,19.756838905775076,55.73770491803278,36.885245901639344,NA,NA,NA,NA,NA,91,68,45,63890,62887,1003,NA,NA,NA,NA,NA,NA,NA,NA,NA,437,62229,658,122,315,67,130,68,0,45,NA,5376782,329424,5778394,335920,131412,124360,15691,15151,59209,255772,30842,93.04976434628722,5.700961201330335,76.14074779709455,9.18135270302453,9244
Wyoming,2018,2.8808676495509236,6.100660904931368,0,0.6778512116590408,5.592272496187086,2.3724792408066433,2.0335536349771224,98.53063950576056,1.469360494239439,2.457210642264023,93.10344827586206,7.586206896551724,91.0958904109589,17.293233082706767,91.66666666666666,51.515151515151516,88.23529411764706,0,82.35294117647058,70.58823529411765,145,135,133,110,23,4,14,12,5989,5901,88,0,0,0,1,5756,2,110,22,11,32,5865,36,17,15,15,0,10,4,9,3,507036,64887,581836,37270,16753,15921,237,210,62268,32674,447,87.14414371059887,11.152111591582507,87.66836597799839,1.1993560504427152,9787
Alabama,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4339389,457826,4876250,293187,92435,88385,43273,42293,50536,180820,85566,88.99028966931556,9.38889515508844,61.673948708503445,29.184786501447878,8741
Alaska,2019,1.7108639863130881,14.970059880239521,3.3147989734816083,2.352437981180496,9.409751924721984,0.8554319931565441,0.6415739948674081,96.29324546952223,3.706754530477759,3.2292557741659538,86.75496688741721,28.47682119205298,72.98850574712644,18.11023622047244,62.857142857142854,18.181818181818183,75,22.142857142857142,50,37.5,302,262,254,208,46,22,8,6,9712,9352,360,46,NA,NA,NA,9004,8,162,46,86,87,9212,140,16,71,12,31,8,0,6,NA,615200,97156,737068,53237,14762,14407,658,772,77640,29169,1430,83.46584032952184,13.181416097293603,54.79084095647764,2.686101771324455,13226
Arizona,2019,2.3380345425748548,10.772557005304574,3.3185006410739875,1.395278678633381,6.071347763783091,1.2821479749604043,0.9427558639414737,98.88380649331279,1.1161935066872173,4.546597279835081,107.74122200718827,5.225324854852087,89.30494371023005,11.510002740476843,56.35939323220537,38.50931677018634,66.66666666666666,30.80513418903151,54.83870967741935,40.32258064516129,3617,3897,3649,3229,420,111,102,75,80452,79554,898,296,50,122,1,75468,248,2811,369,189,482,78697,857,186,296,124,264,102,0,75,0,6217481,723547,7050299,433968,155733,148802,11250,10960,58945,304535,22210,88.18747970830741,10.262642761675782,70.17452899752978,5.117888876599197,8145
Arkansas,2019,1.7962163571573428,21.438711359619898,13.616478836515341,3.5924327143146857,4.258771040356926,0.9270794101457253,0.66633832604224,98.96780112968432,1.0321988703156808,NA,NA,NA,NA,NA,19.864864864864863,42.17687074829932,48.38709677419355,63.51351351351351,51.61290322580645,37.096774193548384,NA,NA,NA,NA,NA,124,32,23,34877,34517,360,NA,NA,NA,NA,NA,NA,NA,NA,NA,146,33777,740,62,84,30,470,11,21,5,18,2694603,250631,2999370,189636,67191,63446,17280,16755,47597,130637,34035,89.8389661828984,8.356121452171623,68.88829125271573,17.947541606024174,8853
California,2019,2.0873588181214684,6.157138196841359,0.7071926050466176,0.9649757159184493,4.487251142344183,1.644793123350359,1.282071754955481,99.52886737446303,0.47113262553697766,3.0245030831316315,98.2802836023533,2.3834665862120983,94.335381387681707,15.432883240667197,72.87884401630234,46.517539400101676,68.52459016393443,11.48573545757688,78.79781420765028,61.420765027322396,13258,13030,12590,10647,1943,423,721,562,440428,438353,2075,86,2,NA,NA,425007,440,10561,1941,316,1966,435654,2699,915,1051,627,310,721,0,562,NA,35872267,2915070,39283497,2451528,692853,662011,65450,63159,75235,1354864,128609,91.31637898733914,7.42059700031288,55.266103426108124,5.246075100916653,9628
Colorado,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5095555,420782,5610349,334032,135050,128788,7380,7860,72331,263838,15240,90.82420719281457,7.500103825983018,78.98584566748096,4.562437131771806,8286
Connecticut,2019,2.6317278849963213,13.045446827777463,0.8772426283321071,0.9904352255362499,11.206067123210142,1.6978889580621428,1.1319259720414285,99.36452592509279,0.6354740749072095,NA,NA,NA,NA,NA,85.90021691973969,23.484848484848484,75.26881720430107,6.724511930585683,64.51612903225806,43.01075268817204,NA,NA,NA,NA,NA,35,60,40,35564,35338,226,NA,NA,NA,NA,NA,NA,NA,NA,NA,395,34877,461,93,302,70,31,60,0,40,NA,3336643,187937,3575074,183808,62296,59279,11957,10931,78444,121575,22888,93.33073944763102,5.256870207441859,66.14238770891365,12.452123955431754,11831
Delaware,2019,1.48574612313121,9.657349800352865,6.964434952177546,0.6500139288699044,2.1357600520011144,0.5571547961742037,0.27857739808710186,97.31610337972168,2.68389662027833,2.4050515368186463,132.04633204633205,16.216216216216218,79.42708333333334,8.19672131147541,22.115384615384613,69.56521739130434,43.75,72.11538461538461,37.5,18.75,259,342,305,280,25,7,6,3,11066,10769,297,122,2,1,0,10385,37,157,23,42,22,10665,104,16,6,7,75,6,0,3,0,888273,53946,957248,54830,16584,16190,6618,6564,68287,32774,13182,92.79444825165474,5.635530186534734,59.77384643443371,24.041583074958965,12213
District of Columbia,2019,0.6090133982947624,27.557856272838002,25.197929354445797,0.3806333739342265,2.0554202192448234,0.1522533495736906,0,98.02253563166929,1.9774643683307214,4.811205846528624,100.9493670886076,5.69620253164557,49.70326409495549,6.865671641791045,7.458563535911603,29.629629629629626,75,91.4364640883978,25,0,632,638,335,312,23,5,2,0,13401,13136,265,37,1,4,0,12462,303,271,22,36,26,12774,362,8,18,6,331,2,0,0,0,657549,25179,692683,45040,7863,7542,10651,11002,86420,15405,21653,94.92783856396072,3.634996094894779,34.20293072824157,48.075044404973355,13934
Florida,2019,1.2284659949140553,45.185560505535264,4.641402650044932,2.184470660216822,38.364467218600026,0.7552436855891856,0.46366226267184185,95.08840507249671,4.9115949275032955,NA,NA,NA,NA,NA,84.90426319686873,3.202093197109394,62.64591439688716,10.271871363588279,61.478599221789885,37.7431906614786,NA,NA,NA,NA,NA,457,158,97,220010,209204,10806,NA,NA,NA,NA,199751,9453,NA,NA,NA,8025,199751,9453,257,7768,161,971,158,0,97,0,17951164,2637268,20901636,1128214,382832,362230,119028,114954,55660,745062,233982,85.88401405516774,12.6175195089992,66.03906705642724,20.73915055122521,9490
Georgia,2019,1.3255203071327541,20.38391594261467,10.450596080016165,4.316023439078602,5.625378864417054,0.7516670034350373,0.47686401293190545,97.17487943953127,2.825120560468733,NA,NA,NA,NA,NA,27.59714512291832,23.563218390804597,57.3170731707317,51.268834258524976,56.70731707317073,35.97560975609756,NA,NA,NA,NA,NA,534,93,59,127322,123725,3597,NA,NA,NA,NA,NA,NA,NA,NA,NA,695,121203,2522,164,531,94,1293,85,8,56,3,8862562,1351097,10403847,656677,175895,167004,111456,108186,58700,342899,219642,85.18543188880037,12.986513546383371,52.21730013385576,33.447493973445084,8243
Hawaii,2019,3.8603052053803006,15.079317208516798,3.076180710537427,0.9650763013450752,11.098377465468364,1.6285662585198142,0.9650763013450752,99.22791477136701,0.7720852286329902,4.765064237891308,114.43037974683546,13.164556962025317,86.01190476190477,12.572087658592848,73.6,34.78260869565217,81.25,20.4,42.1875,25,790,904,867,758,109,16,27,16,16708,16579,129,176,7,34,1,15570,37,548,101,104,183,16329,250,64,119,52,51,27,0,16,NA,1316593,52746,1422094,88842,10181,9905,850,713,81275,20086,1563,92.5812920946154,3.7090375179137243,22.60867607663042,1.7593030323495642,9555
Idaho,2019,2.3314459723081318,36.684588666317744,7.7080458676309656,1.71289908169577,27.311224247038112,1.4274159014131418,1.1419327211305135,97.79442557349589,2.2055744265041177,3.9967645239567964,75.59523809523809,73.69047619047619,49.122807017543856,21.59090909090909,74.44876783398185,8.536585365853659,71.42857142857143,21.011673151750973,61.224489795918366,48.97959183673469,840,635,616,483,133,36,30,24,21491,21017,474,286,96,29,3,19763,19,168,34,619,573,20246,771,49,524,35,162,30,0,24,0,1516989,179079,1717750,114361,50685,48074,505,556,55785,98759,1061,88.3125600349294,10.425207393392519,86.35723717001426,0.9277638355733161,7723
Illinois,2019,2.2923945572214115,14.94110536169711,3.626553447437088,0.8476700131204575,10.474252944731916,1.3120457594386212,1.1425117568145298,98.45780929088257,1.5421907091174314,3.290433859625846,108.84856630824373,21.975806451612904,75.05136986301369,13.00479123887748,70.10360138135175,21.885995777621392,62.70096463022507,24.272323630981745,57.234726688102896,49.839228295819936,4464,4859,4383,3813,570,115,178,155,137791,135666,2125,560,196,613,7,129826,476,2640,367,981,1420,133639,2027,311,1109,195,492,178,0,155,0,11731871,859612,12770631,767193,257177,244004,60129,59530,65886,501181,119659,91.8660244744367,6.731163088182565,65.32658666072292,15.596987980860098,9496
Indiana,2019,2.1886088735786995,46.47880027972753,5.270791784298997,5.348493874485224,35.87246496930768,1.5799425004532621,1.100779610971535,98.21424028897763,1.78575971102236,NA,NA,NA,NA,NA,77.18027305656172,6.101083032490974,66.27218934911244,11.34020618556701,72.18934911242604,50.29585798816568,NA,NA,NA,NA,NA,413,122,85,78622,77218,1404,NA,NA,NA,NA,NA,NA,NA,NA,NA,2769,73629,3589,169,2600,112,407,121,1,84,1,6014666,551909,6665703,418685,165575,157569,23421,22588,56303,323144,46009,90.23303318494689,8.279831849693874,77.1806967051602,10.988929624896999,9927
Iowa,2019,1.5401242907322343,16.23885436368549,3.9989192110240475,2.593893542285869,9.673061334774385,0.9727100783572007,0.7025128343690894,98.47013436211255,1.529865637887455,4.8068089705485,91.28724002248454,14.165261382799327,75.85287846481876,10.400562192550948,59.567387687188024,15.921787709497206,59.64912280701754,24.625623960066555,63.1578947368421,45.614035087719294,1779,1624,1423,1275,148,96,36,26,37585,37010,575,91,6,0,0,35134,201,1184,142,252,357,36409,601,57,300,34,148,36,0,26,0,2951518,144607,3139508,196427,84379,80720,5529,5127,60523,165099,10656,94.01211909636797,4.606040182092226,84.05107240857926,5.42491612660174,9193
Kansas,2019,1.8025399426464566,17.178751877645773,1.0651372388365423,1.6386726751331422,14.502253174928308,1.4748054076198278,1.3109381401065137,99.01297998918335,0.9870200108166577,NA,NA,NA,NA,NA,84.41971383147853,12.429378531073446,66.66666666666666,6.200317965023848,81.81818181818183,72.72727272727273,NA,NA,NA,NA,NA,60,54,48,36980,36615,365,NA,NA,NA,NA,NA,NA,NA,NA,NA,530,35986,629,66,464,44,39,54,0,48,NA,2600061,251030,2910652,191113,77979,74399,6388,6179,59597,152378,12567,89.32916061418541,8.624528112601574,79.73188637089052,6.5756908216604835,8745
Kentucky,2019,1.1860488491305659,20.946828827017793,3.0555834757262037,3.3973263644587397,14.514021509699466,0.02010252286661976,0.02010252286661976,98.2694928982043,1.7305071017956974,NA,NA,NA,NA,NA,69.28982725527831,8.171745152354571,67.79661016949152,14.587332053742802,1.694915254237288,1.694915254237288,NA,NA,NA,NA,NA,169,1,1,50621,49745,876,NA,NA,NA,NA,NA,NA,NA,NA,NA,721,48703,1042,59,662,40,152,1,0,1,NA,4117796,248714,4449052,274592,115301,108932,11504,11769,50589,224233,23273,92.55445879256973,5.590269567539332,81.66042710639786,8.475483626616946,9744
Louisiana,2019,1.7853770750716724,9.613568865770546,2.5063947400044633,3.776759197267,3.347582015759386,1.0643594101388818,0.8068531012343135,99.01412520609883,0.9858747939011746,3.7716090710889083,105.37096040054621,3.3682294037323626,78.69401423189619,2.7127659574468086,34.82142857142857,53.333333333333336,53.84615384615385,26.071428571428573,59.61538461538461,45.19230769230769,2197,2315,1880,1829,51,220,62,47,58831,58251,580,135,6,49,2,55862,435,1645,43,74,194,57691,560,104,90,56,146,53,9,42,5,4127478,431416,4664362,307435,87211,82705,54740,54336,49469,169916,109076,88.48965839272338,9.249196353113245,55.26891863320702,35.47936962284711,9657
Maine,2019,1.4231077114649116,20.27928488837499,3.9135462065285065,0.9783865516321266,15.476296362180912,0.8894423196655696,0.7115538557324558,97.66330785267547,2.336692147324531,NA,NA,NA,NA,NA,76.31578947368422,9.195402298850574,37.5,19.298245614035086,62.5,50,NA,NA,NA,NA,NA,11,10,8,11512,11243,269,NA,NA,NA,NA,NA,NA,NA,NA,NA,173,11015,228,16,157,6,44,10,0,8,NA,1216025,103829,1335492,64035,29469,27627,1006,660,57918,57096,1666,91.05445783276875,7.7745879421217055,89.16373858046381,2.6017021941125944,11488
Maryland,2019,1.329606406285412,16.37833345924303,4.4420941300899,1.193623932915313,10.757724559945608,0.9216589861751152,0.74034902168165,99.07489184617458,0.9251081538254271,3.219762786129788,85.64054434537776,37.16564992961051,62.3232709209018,6.008583690987124,65.68265682656826,12.359550561797752,71.5909090909091,27.121771217712176,69.31818181818183,55.68181818181818,2131,1825,1631,1533,98,79,61,49,66803,66185,618,479,7,0,0,63568,194,1054,91,792,711,65101,1084,88,623,63,294,61,0,49,0,5561644,359135,6018848,364868,89542,85917,55676,53030,84805,175459,108706,92.40379554359905,5.966839501512582,48.08834975936503,29.793240295120427,10248
Massachusetts,2019,2.0042102834731956,21.354211725351096,0.7497765089252242,2.1339792946333307,18.484874700810334,1.5716469129394124,1.2832713325835567,99.18482924317831,0.815170756821692,2.2623064278916862,105.92734225621415,0,11.492178098676293,5.2356020942408374,86.56313301823091,10.842433697347893,71.94244604316546,3.5111411208642807,78.41726618705036,64.02877697841727,1569,1662,191,181,10,148,109,89,69924,69354,570,93,0,0,0,67692,1471,88,10,0,1281,67873,1481,139,1142,100,52,109,0,89,NA,6593146,184322,6850553,361016,127536,120260,18417,17649,81215,247796,36066,96.24253691636281,2.6906149036435454,68.63850909654974,9.990138941210363,12729
Michigan,2019,1.6463803424090446,10.944146784800008,5.062857469142265,0.9992481846991311,4.891557780336699,0.9231149896744354,0.6376155083318266,99.21068781570128,0.7893121842987301,NA,NA,NA,NA,NA,44.69565217391304,33.65758754863813,64.73988439306359,46.26086956521739,56.06936416184971,38.72832369942196,NA,NA,NA,NA,NA,105,97,67,105915,105079,836,NA,NA,NA,NA,NA,NA,NA,NA,NA,513,103929,1150,173,340,112,532,97,0,67,NA,9313111,542855,9965265,571094,207974,198180,48212,46766,57144,406154,94978,93.45572847285044,5.447471793273937,71.1185899344066,16.63088738456366,9532
